transaction_id,date,product_id,store_id,customer_segment_id,channel_id,units_sold,unit_price,gross_sales,discount_amount,net_sales,promotion_id,discount_percentage,inventory_available,stockout_flag,return_units,return_amount,true_demand_estimate
T000007206,2021-06-05,P006,S07,Premium Buyer,Online,39,659.65,25350.0,0.0,25350.0,,0.0,40638.4,False,1,659.65,39
T000007207,2021-06-05,P001,S08,,Mobile App,82,12516.63,1025000.0,0.0,1025000.0,,0.0,12969.5,False,7,87616.41,82
T000007208,2021-06-05,P002,S08,Loyal Regular,Marketplace,71,179.1,12780.0,63.9,12716.1,,0.0,74386.3,False,0,0.0,71
T000007209,2021-06-05,P003,S08,Loyal Regular,Physical Store,11,1812.51,19800.0,0.0,19800.0,,0.0,6463.5,False,2,3625.02,11
T000007210,2021-06-05,P004,S08,Premium Buyer,Marketplace,9,38559.6,342000.0,0.0,342000.0,,0.0,1949.2,False,0,0.0,9
T000007211,2021-06-05,P005,S08,Occasional Shopper,Physical Store,47,5788.68,305500.0,33432.04,272067.96,Flash Discount,9.58,7588.5,False,2,11577.36,47
T000007212,2021-06-05,P006,S08,Budget Shopper,Online,59,648.83,38350.0,69.03,38280.97,,0.0,67983.8,False,2,1297.66,59
T000007213,2021-06-06,P001,S01,Premium Buyer,Mobile App,77,12423.96,962500.0,5855.08,956644.92,,0.0,347.9,False,4,49695.84,77
T000007214,2021-06-06,P002,S01,Value Seeker,Online,90,181.2,16200.0,0.0,16200.0,,0.0,36724.8,False,1,181.2,90
T000007215,2021-06-06,P003,S01,Premium Buyer,Mobile App,62,1773.23,111600.0,1659.74,109940.26,,0.0,5544.1,False,10,17732.3,62
T000007216,2021-06-06,P004,S01,Occasional Shopper,Physical Store,36,37485.89,1368000.0,18507.96,1349492.04,,0.0,1631.0,False,1,37485.89,36
T000007217,2021-06-06,P005,S01,,Mobile App,103,6448.76,669500.0,5277.72,664222.28,,0.0,3514.7,False,2,12897.52,103
T000007218,2021-06-06,P006,S01,Budget Shopper,Mobile App,138,644.17,89700.0,804.54,88895.46,,0.0,37882.0,False,3,1932.51,138
T000007219,2021-06-06,P001,S02,Budget Shopper,Online,57,12401.84,712500.0,5595.12,706904.88,,0.0,1431.9,False,5,62009.2,57
T000007220,2021-06-06,P002,S02,Budget Shopper,Physical Store,154,179.22,27720.0,120.12,27599.88,,0.0,33681.8,False,4,716.88,154
T000007221,2021-06-06,P003,S02,Budget Shopper,Online,99,1816.74,178200.0,0.0,178200.0,,0.0,3410.5,False,12,21800.88,99
T000007222,2021-06-06,P004,S02,Value Seeker,Online,0,37945.04,0.0,0.0,0.0,,0.0,0.2,True,0,0.0,22
T000007223,2021-06-06,P005,S02,Loyal Regular,Physical Store,50,6460.75,325000.0,1962.5,323037.5,,0.0,9441.5,False,1,6460.75,50
T000007224,2021-06-06,P001,S03,Budget Shopper,Physical Store,58,12488.51,725000.0,666.42,724333.58,,0.0,6096.9,False,3,37465.53,58
T000007225,2021-06-06,P002,S03,Premium Buyer,Mobile App,114,179.72,20520.0,31.92,20488.08,,0.0,62215.7,False,1,179.72,114
T000007226,2021-06-06,P003,S03,Value Seeker,Marketplace,19,1803.27,34200.0,0.0,34200.0,,0.0,2014.1,False,1,1803.27,19
T000007227,2021-06-06,P004,S03,Value Seeker,Physical Store,16,37467.31,608000.0,8523.04,599476.96,,0.0,1013.6,False,0,0.0,16
T000007228,2021-06-06,P005,S03,,Marketplace,60,6462.53,390000.0,2248.2,387751.8,,0.0,9073.1,False,5,32312.65,60
T000007229,2021-06-06,P006,S03,Budget Shopper,Physical Store,115,651.11,74750.0,0.0,74750.0,,,71483.5,False,3,1953.33,115
T000007230,2021-06-06,P001,S04,Occasional Shopper,Mobile App,34,12553.94,425000.0,0.0,425000.0,,0.0,9140.7,False,3,37661.82,34
T000007231,2021-06-06,P002,S04,Value Seeker,Online,135,179.54,24300.0,62.1,24237.9,,0.0,51312.0,False,0,0.0,135
T000007232,2021-06-06,P003,S04,Budget Shopper,Physical Store,23,1800.85,41400.0,0.0,41400.0,,0.0,6200.7,False,1,1800.85,23
T000007233,2021-06-06,P004,S04,Occasional Shopper,Physical Store,21,38382.85,798000.0,0.0,798000.0,,0.0,713.3,False,1,38382.85,21
T000007234,2021-06-06,P005,S04,,Physical Store,41,6484.09,266500.0,652.31,265847.69,,0.0,2769.0,False,0,0.0,41
T000007235,2021-06-06,P006,S04,Value Seeker,Physical Store,91,650.03,59150.0,0.0,59150.0,,0.0,68852.2,False,2,1300.06,91
T000007236,2021-06-06,P001,S05,Value Seeker,Physical Store,18,12256.2,225000.0,4388.4,220611.6,,0.0,5414.2,False,0,0.0,18
T000007237,2021-06-06,P002,S05,Loyal Regular,Online,77,179.56,13860.0,33.88,13826.12,,0.0,55566.9,False,1,179.56,77
T000007238,2021-06-06,P003,S05,Loyal Regular,Physical Store,103,1807.13,185400.0,0.0,185400.0,,0.0,7263.7,False,15,27106.95,103
T000007239,2021-06-06,P004,S05,Premium Buyer,Marketplace,22,37637.52,836000.0,7974.56,828025.44,,0.0,316.4,False,0,0.0,22
T000007240,2021-06-06,P006,S05,Premium Buyer,Mobile App,66,655.95,42900.0,0.0,42900.0,,0.0,31792.2,False,4,2623.8,66
T000007241,2021-06-06,P001,S06,Value Seeker,Marketplace,62,12423.72,775000.0,4729.36,770270.64,,0.0,9340.7,False,2,24847.44,62
T000007242,2021-06-06,P002,S06,Loyal Regular,Physical Store,62,178.77,11160.0,76.26,11083.74,,0.0,50332.5,False,0,0.0,62
T000007243,2021-06-06,P003,S06,Value Seeker,Marketplace,23,1808.16,41400.0,0.0,41400.0,,0.0,13827.5,False,0,0.0,23
T000007244,2021-06-06,P004,S06,Loyal Regular,Online,4,38304.96,152000.0,0.0,152000.0,,0.0,2005.2,False,0,0.0,4
T000007245,2021-06-06,P005,S06,Value Seeker,Mobile App,34,6331.73,221000.0,5721.18,215278.82,,0.0,16519.0,False,0,0.0,34
T000007246,2021-06-06,P006,S06,Loyal Regular,Online,68,649.63,44200.0,25.16,44174.84,,0.0,51643.2,False,2,1299.26,68
T000007247,2021-06-06,P001,S07,Occasional Shopper,Online,19,12578.61,237500.0,0.0,237500.0,,0.0,10084.6,False,0,0.0,19
T000007248,2021-06-06,P002,S07,Loyal Regular,Physical Store,100,180.06,18000.0,0.0,18000.0,,0.0,67456.2,False,1,180.06,100
T000007249,2021-06-06,P003,S07,Occasional Shopper,Online,65,1803.36,117000.0,0.0,117000.0,,0.0,16425.9,False,11,19836.96,65
T000007250,2021-06-06,P004,S07,Budget Shopper,Physical Store,9,37512.51,342000.0,4387.41,337612.59,,0.0,423.9,False,1,37512.51,9
T000007251,2021-06-06,P005,S07,Premium Buyer,Marketplace,39,6520.66,253500.0,0.0,253500.0,,0.0,7700.4,False,0,0.0,39
T000007252,2021-06-06,P006,S07,Budget Shopper,Physical Store,42,651.77,27300.0,0.0,27300.0,,0.0,41451.3,False,0,0.0,42
T000007253,2021-06-06,P001,S08,Premium Buyer,Physical Store,53,12668.05,662500.0,0.0,662500.0,,0.0,12887.5,False,1,12668.05,53
T000007254,2021-06-06,P002,S08,Value Seeker,Online,154,182.73,28140.42,0.0,28140.42,,0.0,74315.3,False,0,0.0,37
T000007255,2021-06-06,P003,S08,Occasional Shopper,Physical Store,34,1802.02,61200.0,0.0,61200.0,,0.0,6809.5,False,6,10812.12,34
T000007256,2021-06-06,P004,S08,Value Seeker,Mobile App,10,38360.72,380000.0,0.0,380000.0,,0.0,1940.2,False,0,0.0,10
T000007257,2021-06-06,P005,S08,Occasional Shopper,Mobile App,11,6477.46,71500.0,247.94,71252.06,,0.0,7773.7,False,1,6477.46,11
T000007258,2021-06-06,P006,S08,Value Seeker,Physical Store,80,647.63,52000.0,189.6,51810.4,,0.0,68568.8,False,1,647.63,80
T000007259,2021-06-07,P001,S01,Loyal Regular,Marketplace,30,12712.85,375000.0,0.0,375000.0,,0.0,600.7,False,2,25425.7,30
T000007260,2021-06-07,P002,S01,Loyal Regular,Physical Store,138,177.43,24840.0,354.66,24485.34,,0.0,36634.8,False,1,177.43,138
T000007261,2021-06-07,P003,S01,Occasional Shopper,Marketplace,63,1763.56,113400.0,2295.72,111104.28,,0.0,5482.1,False,5,8817.8,63
T000007262,2021-06-07,P004,S01,Occasional Shopper,Online,7,38155.07,266000.0,0.0,266000.0,,0.0,1595.0,False,0,0.0,7
T000007263,2021-06-07,P005,S01,Loyal Regular,Online,148,6432.64,962000.0,9969.28,952030.72,,,3411.7,False,3,19297.92,148
T000007264,2021-06-07,P006,S01,Premium Buyer,Mobile App,106,644.44,68900.0,589.36,68310.64,,0.0,37744.0,False,2,1288.88,106
T000007265,2021-06-07,P001,S02,Value Seeker,Online,25,12547.68,312500.0,0.0,312500.0,,0.0,1374.9,False,0,0.0,25
T000007266,2021-06-07,P002,S02,Loyal Regular,Marketplace,119,179.34,21420.0,78.54,21341.46,,0.0,34346.7,False,0,0.0,119
T000007267,2021-06-07,P003,S02,Value Seeker,Marketplace,25,1814.67,45000.0,0.0,45000.0,,0.0,3311.5,False,2,3629.34,25
T000007268,2021-06-07,P004,S02,Value Seeker,Online,0,37494.06,0.0,0.0,0.0,,0.0,0.2,True,0,0.0,11
T000007269,2021-06-07,P005,S02,Loyal Regular,Online,111,6570.75,721500.0,0.0,721500.0,,0.0,9391.5,False,0,0.0,111
T000007270,2021-06-07,P006,S02,Value Seeker,Marketplace,65,648.88,42250.0,72.8,42177.2,,0.0,57548.6,False,0,0.0,65
T000007271,2021-06-07,P002,S03,Loyal Regular,Physical Store,72,179.6,12960.0,28.8,12931.2,,0.0,62101.7,False,0,0.0,72
T000007272,2021-06-07,P003,S03,Value Seeker,Online,13,1806.87,23400.0,0.0,23400.0,,0.0,2267.0,False,0,0.0,13
T000007273,2021-06-07,P004,S03,Budget Shopper,Online,7,37319.73,266000.0,4761.89,261238.11,,0.0,997.6,False,0,0.0,7
T000007274,2021-06-07,P005,S03,Budget Shopper,Mobile App,36,6435.21,234000.0,2332.44,231667.56,,0.0,9013.1,False,1,6435.21,36
T000007275,2021-06-07,P001,S04,Value Seeker,Online,31,12522.54,387500.0,0.0,387500.0,,0.0,9106.7,False,0,0.0,31
T000007276,2021-06-07,P002,S04,Budget Shopper,Physical Store,105,180.36,18900.0,0.0,18900.0,,0.0,51959.4,False,0,0.0,105
T000007277,2021-06-07,P003,S04,Budget Shopper,Online,19,1800.76,34200.0,0.0,34200.0,,0.0,6177.7,False,2,3601.52,19
T000007278,2021-06-07,P004,S04,Loyal Regular,Physical Store,28,37866.61,1064000.0,3734.92,1060265.08,,0.0,692.3,False,0,0.0,28
T000007279,2021-06-07,P005,S04,Premium Buyer,Mobile App,52,6517.29,338000.0,0.0,338000.0,,0.0,3049.0,False,4,26069.16,52
T000007280,2021-06-07,P006,S04,Occasional Shopper,Online,153,667.68,99450.0,0.0,99450.0,,0.0,69470.5,False,7,4673.76,153
T000007281,2021-06-07,P001,S05,Occasional Shopper,Mobile App,12,12460.47,150000.0,474.36,149525.64,,0.0,5630.6,False,0,0.0,12
T000007282,2021-06-07,P002,S05,Premium Buyer,Physical Store,88,179.95,15840.0,4.4,15835.6,,0.0,56099.8,False,1,179.95,88
T000007283,2021-06-07,P003,S05,Loyal Regular,Physical Store,39,1786.75,70200.0,516.75,69683.25,,0.0,7430.8,False,11,19654.25,39
T000007284,2021-06-07,P004,S05,Occasional Shopper,Online,6,37453.06,228000.0,3281.64,224718.36,,0.0,294.4,False,0,0.0,6
T000007285,2021-06-07,P006,S05,Premium Buyer,Physical Store,365,653.36,238476.4,0.0,238476.4,,0.0,32409.4,False,2,1306.72,59
T000007286,2021-06-07,P001,S06,Premium Buyer,Online,52,12413.23,650000.0,4512.04,645487.96,,0.0,9278.7,False,5,62066.15,52
T000007287,2021-06-07,P002,S06,Value Seeker,Mobile App,32,178.95,5760.0,33.6,5726.4,,0.0,50930.3,False,0,0.0,32
T000007288,2021-06-07,P003,S06,Budget Shopper,Physical Store,32,1784.8,57600.0,486.4,57113.6,,0.0,13804.5,False,7,12493.6,32
T000007289,2021-06-07,P004,S06,Loyal Regular,Physical Store,4,37796.54,152000.0,813.84,151186.16,,0.0,2076.4,False,0,0.0,4
T000007290,2021-06-07,P005,S06,Value Seeker,Marketplace,17,6586.12,110500.0,0.0,110500.0,,0.0,16485.0,False,2,13172.24,17
T000007291,2021-06-07,P006,S06,Budget Shopper,Online,34,647.66,22100.0,79.56,22020.44,,0.0,52232.0,False,0,0.0,34
T000007292,2021-06-07,P001,S07,Occasional Shopper,Marketplace,25,12478.21,312500.0,544.75,311955.25,,0.0,10065.6,False,2,24956.42,25
T000007293,2021-06-07,P002,S07,Value Seeker,Online,58,179.51,10440.0,28.42,10411.58,,0.0,68472.0,False,1,179.51,58
T000007294,2021-06-07,P003,S07,Budget Shopper,Online,17,1785.92,30600.0,239.36,30360.64,,0.0,16360.9,False,6,10715.52,17
T000007295,2021-06-07,P004,S07,Loyal Regular,Physical Store,11,37162.61,418000.0,9211.29,408788.71,,0.0,414.9,False,0,0.0,11
T000007296,2021-06-07,P005,S07,Value Seeker,Physical Store,29,6463.47,188500.0,1059.37,187440.63,,0.0,7661.4,False,1,6463.47,29
T000007297,2021-06-07,P001,S08,Value Seeker,Mobile App,30,12424.71,375000.0,2258.7,372741.3,,0.0,12834.5,False,3,37274.13,30
T000007298,2021-06-07,P002,S08,Value Seeker,Online,28,178.29,5040.0,47.88,4992.12,,0.0,75260.1,False,0,0.0,28
T000007299,2021-06-07,P003,S08,Occasional Shopper,Online,6,1787.64,10800.0,74.16,10725.84,,0.0,6775.5,False,1,1787.64,6
T000007300,2021-06-07,P004,S08,Loyal Regular,Physical Store,12,33888.11,456000.0,49342.68,406657.32,Flash Discount,9.42,1930.2,False,0,0.0,12
T000007301,2021-06-07,P005,S08,Value Seeker,Marketplace,39,6514.21,253500.0,0.0,253500.0,,0.0,8044.6,False,1,6514.21,39
T000007302,2021-06-07,P006,S08,Loyal Regular,Online,74,644.86,48100.0,380.36,47719.64,,0.0,69321.4,False,0,0.0,74
T000007303,2021-06-08,P001,S01,Budget Shopper,Physical Store,118,12311.82,1475000.0,22205.24,1452794.76,,0.0,991.7,False,6,73870.92,118
T000007304,2021-06-08,P002,S01,Budget Shopper,Physical Store,77,180.68,13860.0,0.0,13860.0,,0.0,,False,0,0.0,77
T000007305,2021-06-08,P003,S01,Budget Shopper,Physical Store,26,1784.56,46800.0,401.44,46398.56,,0.0,5419.1,False,1,1784.56,26
T000007306,2021-06-08,P005,S01,Loyal Regular,Physical Store,176,5767.29,1144000.0,128956.96,1015043.04,Flash Discount,10.45,3571.8,False,9,51905.61,176
T000007307,2021-06-08,P006,S01,Premium Buyer,Physical Store,70,649.09,45500.0,63.7,45436.3,,0.0,,False,2,1298.18,70
T000007308,2021-06-08,P001,S02,Budget Shopper,Online,45,12579.55,562500.0,0.0,562500.0,,0.0,1349.9,False,3,37738.65,45
T000007309,2021-06-08,P002,S02,Value Seeker,Mobile App,127,180.03,22860.0,0.0,22860.0,,0.0,34227.7,False,2,360.06,127
T000007310,2021-06-08,P003,S02,Budget Shopper,Physical Store,10,1797.06,18000.0,29.4,17970.6,,0.0,3286.5,False,3,5391.18,10
T000007311,2021-06-08,P004,S02,Loyal Regular,Online,13,37771.7,494000.0,2967.9,491032.1,,0.0,115.2,False,0,0.0,13
T000007312,2021-06-08,P005,S02,Value Seeker,Marketplace,87,6532.23,565500.0,0.0,565500.0,,0.0,9280.5,False,3,19596.69,87
T000007313,2021-06-08,P006,S02,Premium Buyer,Physical Store,101,660.34,65650.0,0.0,65650.0,,0.0,58442.7,False,2,1320.68,101
T000007314,2021-06-08,P001,S03,Value Seeker,Physical Store,45,12446.77,562500.0,2395.35,560104.65,,0.0,6038.9,False,3,37340.31,45
T000007315,2021-06-08,P002,S03,Value Seeker,Mobile App,41,182.27,7380.0,0.0,7380.0,,0.0,62701.8,False,0,0.0,41
T000007316,2021-06-08,P004,S03,Budget Shopper,Mobile App,16,34566.02,608000.0,54943.68,553056.32,Flash Discount,9.82,990.6,False,2,69132.04,16
T000007317,2021-06-08,P005,S03,Premium Buyer,Physical Store,56,6600.18,364000.0,0.0,364000.0,,0.0,8977.1,False,0,0.0,56
T000007318,2021-06-08,P006,S03,Value Seeker,Mobile App,114,656.38,74100.0,0.0,74100.0,,0.0,72689.7,False,7,4594.66,114
T000007319,2021-06-08,P001,S04,Value Seeker,Physical Store,21,12475.51,262500.0,514.29,261985.71,,0.0,9075.7,False,1,12475.51,21
T000007320,2021-06-08,P002,S04,Premium Buyer,Mobile App,47,182.89,8460.0,0.0,8460.0,,0.0,51854.4,False,0,0.0,47
T000007321,2021-06-08,P003,S04,Value Seeker,Online,13,1808.74,23400.0,0.0,23400.0,,0.0,6413.6,False,1,1808.74,13
T000007322,2021-06-08,P004,S04,Occasional Shopper,Online,23,38308.13,874000.0,0.0,874000.0,,0.0,664.3,False,0,0.0,23
T000007323,2021-06-08,P005,S04,Occasional Shopper,Mobile App,41,6569.7,266500.0,0.0,266500.0,,0.0,3320.1,False,4,26278.8,41
T000007324,2021-06-08,P001,S05,Occasional Shopper,Online,9,12193.14,112500.0,2761.74,109738.26,,0.0,5618.6,False,1,12193.14,9
T000007325,2021-06-08,P002,S05,Occasional Shopper,Mobile App,58,179.49,10440.0,29.58,10410.42,,0.0,56733.1,False,0,0.0,58
T000007326,2021-06-08,P003,S05,Budget Shopper,Physical Store,51,1785.96,91800.0,716.04,91083.96,,0.0,7391.8,False,6,10715.76,51
T000007327,2021-06-08,P004,S05,Value Seeker,Marketplace,19,37663.86,722000.0,6386.66,715613.34,,0.0,379.6,False,0,0.0,19
T000007328,2021-06-08,P005,S05,Premium Buyer,Online,40,6392.08,260000.0,4316.8,255683.2,,,4703.0,False,2,12784.16,40
T000007329,2021-06-08,P006,S05,,Marketplace,45,646.02,29250.0,179.1,29070.9,,0.0,33010.1,False,2,1292.04,45
T000007330,2021-06-08,P001,S06,Loyal Regular,Mobile App,35,12423.26,437500.0,2685.9,434814.1,,0.0,9226.7,False,2,24846.52,35
T000007331,2021-06-08,P002,S06,Occasional Shopper,Physical Store,36,180.17,6480.0,0.0,6480.0,,0.0,50898.3,False,0,0.0,36
T000007332,2021-06-08,P003,S06,Premium Buyer,Physical Store,11,1793.94,19800.0,66.66,19733.34,,0.0,13772.5,False,1,1793.94,11
T000007333,2021-06-08,P004,S06,Budget Shopper,Online,15,37950.99,570000.0,735.15,569264.85,,0.0,2187.5,False,0,0.0,15
T000007334,2021-06-08,P005,S06,Occasional Shopper,Physical Store,23,6512.31,149500.0,0.0,149500.0,,0.0,16468.0,False,2,13024.62,23
T000007335,2021-06-08,P006,S06,Loyal Regular,Physical Store,61,647.48,39650.0,153.72,39496.28,,0.0,52781.3,False,1,647.48,61
T000007336,2021-06-08,P002,S07,Premium Buyer,Online,72,178.39,12960.0,115.92,12844.08,,0.0,69711.4,False,1,178.39,72
T000007337,2021-06-08,P003,S07,Budget Shopper,Online,32,1823.52,57600.0,0.0,57600.0,,0.0,16343.9,False,3,5470.56,32
T000007338,2021-06-08,P004,S07,Value Seeker,Mobile App,19,38132.46,722000.0,0.0,722000.0,,0.0,403.9,False,0,0.0,19
T000007339,2021-06-08,P006,S07,Value Seeker,Online,101,654.33,65650.0,0.0,65650.0,,0.0,42024.9,False,3,1962.99,101
T000007340,2021-06-08,P001,S08,Premium Buyer,Marketplace,45,12388.2,562500.0,5031.0,557469.0,,0.0,12804.5,False,3,37164.6,45
T000007341,2021-06-08,P002,S08,Budget Shopper,Physical Store,43,176.29,7740.0,159.53,7580.47,,0.0,75232.1,False,2,352.58,43
T000007342,2021-06-08,P003,S08,Value Seeker,Physical Store,12,1824.7,21600.0,0.0,21600.0,,0.0,6769.5,False,1,1824.7,12
T000007343,2021-06-08,P005,S08,Value Seeker,Online,21,6527.41,136500.0,0.0,136500.0,,0.0,8005.6,False,0,0.0,21
T000007344,2021-06-08,P006,S08,Premium Buyer,Physical Store,90,649.55,58500.0,40.5,58459.5,,0.0,70407.5,False,1,649.55,90
T000007345,2021-06-09,P001,S01,Budget Shopper,Physical Store,91,12433.77,1137500.0,6026.93,1131473.07,,0.0,1326.0,False,1,12433.77,91
T000007346,2021-06-09,P002,S01,Premium Buyer,Marketplace,57,181.99,10260.0,0.0,10260.0,,0.0,37118.3,False,1,181.99,57
T000007347,2021-06-09,P003,S01,Value Seeker,Online,10,1759.57,18000.0,404.3,17595.7,,0.0,,False,3,5278.71,10
T000007348,2021-06-09,P004,S01,Budget Shopper,Online,67,37556.35,2546000.0,29724.55,2516275.45,,0.0,1588.0,False,2,75112.7,67
T000007349,2021-06-09,P005,S01,Value Seeker,Online,135,6500.73,877500.0,0.0,877500.0,,0.0,3395.8,False,7,45505.11,135
T000007350,2021-06-09,P006,S01,Loyal Regular,Online,90,658.32,58500.0,0.0,58500.0,,0.0,38701.4,False,5,3291.6,90
T000007351,2021-06-09,P002,S02,Premium Buyer,Marketplace,166,178.52,29880.0,245.68,29634.32,,0.0,34973.1,False,3,535.56,166
T000007352,2021-06-09,P003,S02,Value Seeker,Physical Store,32,1799.15,57600.0,27.2,57572.8,,0.0,3276.5,False,2,3598.3,32
T000007353,2021-06-09,P004,S02,Occasional Shopper,Marketplace,17,38178.96,646000.0,0.0,646000.0,,0.0,102.2,False,0,0.0,17
T000007354,2021-06-09,P005,S02,Occasional Shopper,Online,43,6401.06,279500.0,4254.42,275245.58,,0.0,9193.5,False,2,12802.12,43
T000007355,2021-06-09,P006,S02,Premium Buyer,Physical Store,159,640.86,103350.0,1453.26,101896.74,,0.0,59412.0,False,6,3845.16,159
T000007356,2021-06-09,P002,S03,Value Seeker,Physical Store,64,178.99,11520.0,64.64,11455.36,,0.0,63513.6,False,0,0.0,64
T000007357,2021-06-09,P003,S03,Budget Shopper,Online,21,1803.28,37800.0,0.0,37800.0,,0.0,2254.0,False,3,5409.84,21
T000007358,2021-06-09,P004,S03,Budget Shopper,Physical Store,7,38016.07,266000.0,0.0,266000.0,,0.0,974.6,False,0,0.0,7
T000007359,2021-06-09,P005,S03,Value Seeker,Online,63,6513.14,409500.0,0.0,409500.0,,,9401.1,False,5,32565.7,63
T000007360,2021-06-09,P006,S03,Value Seeker,Physical Store,143,666.6,92950.0,0.0,92950.0,,0.0,73543.3,False,9,5999.4,143
T000007361,2021-06-09,P002,S04,Value Seeker,Physical Store,102,179.39,18360.0,62.22,18297.78,,0.0,51807.4,False,0,0.0,102
T000007362,2021-06-09,P003,S04,Loyal Regular,Physical Store,10,1792.62,18000.0,73.8,17926.2,,0.0,6608.0,False,2,3585.24,10
T000007363,2021-06-09,P004,S04,Premium Buyer,Online,25,38184.96,950000.0,0.0,950000.0,,0.0,641.3,False,0,0.0,25
T000007364,2021-06-09,P005,S04,Premium Buyer,Physical Store,19,6549.94,123500.0,0.0,123500.0,,0.0,3279.1,False,0,0.0,19
T000007365,2021-06-09,P006,S04,Premium Buyer,Marketplace,223,651.66,144950.0,0.0,144950.0,,0.0,69317.5,False,4,2606.64,223
T000007366,2021-06-09,P001,S05,Budget Shopper,Online,12,11285.8,150000.0,14570.4,135429.6,Flash Discount,9.5,5609.6,False,1,11285.8,12
T000007367,2021-06-09,P002,S05,Value Seeker,Physical Store,68,181.16,12240.0,0.0,12240.0,,0.0,56675.1,False,0,0.0,68
T000007368,2021-06-09,P003,S05,Occasional Shopper,Physical Store,46,1794.54,82800.0,251.16,82548.84,,0.0,7340.8,False,3,5383.62,46
T000007369,2021-06-09,P004,S05,Premium Buyer,Physical Store,13,38084.59,494000.0,0.0,494000.0,,0.0,360.6,False,0,0.0,13
T000007370,2021-06-09,P005,S05,Occasional Shopper,Mobile App,41,6504.65,266500.0,0.0,266500.0,,0.0,4932.1,False,3,19513.95,41
T000007371,2021-06-09,P006,S05,Loyal Regular,Online,89,655.04,57850.0,0.0,57850.0,,0.0,33697.7,False,2,1310.08,89
T000007372,2021-06-09,P001,S06,Budget Shopper,Online,35,12486.79,437500.0,462.35,437037.65,,0.0,9191.7,False,4,49947.16,35
T000007373,2021-06-09,P002,S06,Budget Shopper,Marketplace,26,180.1,4680.0,0.0,4680.0,,0.0,51852.8,False,0,0.0,26
T000007374,2021-06-09,P003,S06,Occasional Shopper,Physical Store,13,1786.81,23400.0,171.47,23228.53,,0.0,13761.5,False,0,0.0,13
T000007375,2021-06-09,P004,S06,Premium Buyer,Online,13,38010.55,494000.0,0.0,494000.0,,0.0,2172.5,False,1,38010.55,13
T000007376,2021-06-09,P005,S06,Budget Shopper,Online,68,6549.52,442000.0,0.0,442000.0,,0.0,16445.0,False,1,6549.52,68
T000007377,2021-06-09,P006,S06,Occasional Shopper,Physical Store,44,646.99,28600.0,132.44,28467.56,,0.0,53630.9,False,1,646.99,44
T000007378,2021-06-09,P001,S07,Occasional Shopper,Physical Store,34,12404.96,425000.0,3231.36,421768.64,,0.0,10273.6,False,3,37214.88,34
T000007379,2021-06-09,P002,S07,Value Seeker,Physical Store,43,181.0,7740.0,0.0,7740.0,,0.0,69639.4,False,0,0.0,43
T000007380,2021-06-09,P003,S07,Loyal Regular,Online,21,1787.15,37800.0,269.85,37530.15,,0.0,16311.9,False,3,5361.45,21
T000007381,2021-06-09,P004,S07,Budget Shopper,Mobile App,20,38690.15,760000.0,0.0,760000.0,,0.0,,False,0,0.0,20
T000007382,2021-06-09,P005,S07,Value Seeker,Physical Store,16,6370.97,104000.0,2064.48,101935.52,,0.0,7867.7,False,0,0.0,16
T000007383,2021-06-09,P006,S07,Value Seeker,Online,64,650.22,41600.0,0.0,41600.0,,0.0,42713.3,False,3,1950.66,64
T000007384,2021-06-09,P001,S08,Value Seeker,Physical Store,34,12325.53,425000.0,5931.98,419068.02,,0.0,13134.1,False,1,12325.53,34
T000007385,2021-06-09,P002,S08,Occasional Shopper,Mobile App,22,183.37,3960.0,0.0,3960.0,,0.0,75189.1,False,1,183.37,22
T000007386,2021-06-09,P003,S08,Occasional Shopper,Online,13,1803.37,23400.0,0.0,23400.0,,0.0,6757.5,False,0,0.0,13
T000007387,2021-06-09,P005,S08,Budget Shopper,Marketplace,57,6509.65,370500.0,0.0,370500.0,,0.0,7984.6,False,3,19528.95,57
T000007388,2021-06-09,P006,S08,Loyal Regular,Physical Store,102,646.87,66300.0,319.26,65980.74,,0.0,70317.5,False,4,2587.48,102
T000007389,2021-06-10,P001,S01,Budget Shopper,Online,66,12674.79,825000.0,0.0,825000.0,,0.0,1235.0,False,5,63373.95,66
T000007390,2021-06-10,P002,S01,Value Seeker,Online,190,183.02,34200.0,0.0,34200.0,,0.0,37061.3,False,1,183.02,190
T000007391,2021-06-10,P003,S01,Budget Shopper,Online,38,1803.19,68400.0,0.0,68400.0,,,5383.1,False,6,10819.14,38
T000007392,2021-06-10,P004,S01,Budget Shopper,Physical Store,18,37531.09,684000.0,8440.38,675559.62,,0.0,1675.8,False,1,37531.09,18
T000007393,2021-06-10,P005,S01,Value Seeker,PHYSICAL STORE,202,6567.38,1313000.0,0.0,1313000.0,,0.0,3260.8,False,8,52539.04,202
T000007394,2021-06-10,P006,S01,Budget Shopper,Mobile App,139,645.16,90350.0,672.76,89677.24,,0.0,38611.4,False,10,6451.6,139
T000007395,2021-06-10,P001,S02,Value Seeker,Physical Store,32,12300.11,400000.0,6396.48,393603.52,,0.0,1304.9,False,3,36900.33,32
T000007396,2021-06-10,P002,S02,Loyal Regular,Physical Store,199,178.49,35820.0,300.49,35519.51,,0.0,34807.1,False,1,178.49,199
T000007397,2021-06-10,P003,S02,Budget Shopper,Physical Store,63,1759.26,113400.0,2566.62,110833.38,,0.0,3244.5,False,10,17592.6,63
