date,day_of_week,day_name,week_of_year,month,month_name,quarter,year,day_of_month,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,holiday_name,holiday_flag,holiday_type,days_to_holiday,days_from_holiday,promotion_event,major_event_flag,temperature_c,rainfall_mm,humidity_pct,weather_condition,inflation_index,consumer_confidence_index,unemployment_rate,fuel_price_index,marketing_campaign,campaign_type,campaign_intensity,digital_ad_spend,offline_ad_spend,campaign_active_flag
2022-01-13,4,Thursday,2,1,January,1,2022,13,False,False,False,False,False,,False,,13.0,12.0,End of Season Sale - Winter,False,14.3,0.0,62.9,Cold,6.17,105.89,7.01,100.22,End of Season Sale - Winter,Clearance,Medium,240589.11,122931.44,True
2022-01-14,5,Friday,2,1,January,1,2022,14,False,False,False,False,False,,False,,12.0,13.0,End of Season Sale - Winter,False,13.8,0.0,52.1,Cold,6.17,105.61,7.0,100.19,End of Season Sale - Winter,Clearance,Medium,262594.51,136275.5,True
2022-01-15,6,Saturday,2,1,January,1,2022,15,True,False,False,False,False,,False,,11.0,14.0,End of Season Sale - Winter,False,17.7,0.9,60.3,Pleasant,6.17,105.45,7.0,100.19,End of Season Sale - Winter,Clearance,Medium,285572.81,145487.48,True
2022-01-16,7,Sunday,2,1,January,1,2022,16,True,False,False,False,False,,False,,10.0,15.0,,False,18.4,0.0,56.2,Pleasant,6.16,105.65,7.0,100.14,,,,213294.51,82195.48,False
2022-01-17,1,Monday,3,1,January,1,2022,17,False,False,False,False,False,,False,,9.0,16.0,,False,19.9,0.0,54.2,Pleasant,6.18,105.68,6.99,100.2,,,,148528.74,78703.63,False
2022-01-18,2,Tuesday,3,1,January,1,2022,18,False,False,False,False,False,,False,,8.0,17.0,,False,19.9,0.0,63.1,Pleasant,6.18,105.69,7.0,100.19,,,,134894.65,89310.85,False
2022-01-19,3,Wednesday,3,1,January,1,2022,19,False,False,False,False,False,,False,,7.0,18.0,,False,19.2,0.0,48.8,Pleasant,6.17,105.62,6.99,100.17,,,,137338.45,65425.88,False
2022-01-20,4,Thursday,3,1,January,1,2022,20,False,False,False,False,False,,False,,6.0,19.0,Republic Day Sale,False,20.3,0.0,49.1,Pleasant,6.16,105.73,7.0,100.14,Republic Day Sale,National Sale,Medium,271175.49,111078.45,True
2022-01-21,5,Friday,3,1,January,1,2022,21,False,False,False,False,False,,False,,5.0,20.0,Republic Day Sale,False,18.4,0.0,34.3,Pleasant,6.16,105.88,7.0,100.09,Republic Day Sale,National Sale,Medium,233459.97,104348.09,True
2022-01-22,6,Saturday,3,1,January,1,2022,22,True,False,False,False,False,,False,,4.0,21.0,Republic Day Sale,False,16.1,1.3,53.8,Pleasant,6.17,105.63,6.99,100.07,Republic Day Sale,National Sale,Medium,315633.11,150106.12,True
2022-01-23,7,Sunday,3,1,January,1,2022,23,True,False,False,False,False,,False,,3.0,22.0,Republic Day Sale,False,13.5,0.0,61.4,Cold,6.21,105.74,7.01,100.1,Republic Day Sale,National Sale,Medium,313804.65,168607.62,True
2022-01-24,1,Monday,4,1,January,1,2022,24,False,False,False,False,False,,False,,2.0,23.0,Republic Day Sale,False,13.0,0.0,54.1,Cold,6.19,105.92,7.02,100.13,Republic Day Sale,National Sale,Medium,268954.66,143120.14,True
2022-01-25,2,Tuesday,4,1,January,1,2022,25,False,False,False,False,False,,False,,1.0,24.0,Republic Day Sale,False,13.9,0.0,47.5,Cold,6.21,105.96,7.01,100.21,Republic Day Sale,National Sale,Medium,256526.24,142819.44,True
2022-01-26,3,Wednesday,4,1,January,1,2022,26,False,False,False,False,False,Republic Day,True,National,0.0,0.0,Republic Day Sale,False,16.0,0.0,55.8,Pleasant,6.19,105.83,7.0,100.24,Republic Day Sale,National Sale,Medium,280676.69,116822.44,True
2022-01-27,4,Thursday,4,1,January,1,2022,27,False,False,False,False,False,,False,,18.0,1.0,Republic Day Sale,False,17.1,0.0,53.4,Pleasant,6.21,105.78,7.02,100.22,Republic Day Sale,National Sale,Medium,233209.3,134210.46,True
2022-01-28,5,Friday,4,1,January,1,2022,28,False,False,False,False,False,,False,,17.0,2.0,,False,15.3,0.0,53.7,Pleasant,6.21,105.74,7.0,100.14,,,,151251.59,75918.59,False
2022-01-29,6,Saturday,4,1,January,1,2022,29,True,False,False,False,False,,False,,16.0,3.0,,False,14.6,0.0,56.9,Cold,6.23,105.64,7.01,100.13,,,,219600.83,102851.32,False
2022-01-30,7,Sunday,4,1,January,1,2022,30,True,False,False,False,False,,False,,15.0,4.0,,False,14.2,0.0,57.5,Cold,6.26,105.44,7.01,100.17,,,,193780.8,76349.37,False
2022-01-31,1,Monday,5,1,January,1,2022,31,False,False,True,False,False,,False,,14.0,5.0,,False,14.1,0.0,47.1,Cold,6.26,105.58,7.01,100.01,,,,165234.07,82380.36,False
2022-02-01,2,Tuesday,5,2,February,1,2022,1,False,True,False,False,False,,False,,13.0,6.0,,False,16.8,0.0,41.9,Pleasant,6.29,105.64,7.02,100.0,,,,,67891.99,False
2022-02-02,3,Wednesday,5,2,February,1,2022,2,False,False,False,False,False,,False,,12.0,7.0,,False,18.9,0.0,53.7,Pleasant,6.27,105.71,7.02,100.01,,,,161382.66,77935.87,False
2022-02-03,4,Thursday,5,2,February,1,2022,3,False,False,False,False,False,,False,,11.0,8.0,,False,18.6,0.0,56.0,Pleasant,6.28,105.82,7.02,99.96,,,,158405.48,79793.02,False
2022-02-04,5,Friday,5,2,February,1,2022,4,False,False,False,False,False,,False,,10.0,9.0,,False,17.1,0.0,52.2,Pleasant,6.24,105.82,7.03,99.92,,,,125859.56,80982.48,False
2022-02-05,6,Saturday,5,2,February,1,2022,5,True,False,False,False,False,,False,,9.0,10.0,,False,16.1,0.0,52.7,Pleasant,6.25,105.92,7.03,99.91,,,,183059.1,85089.25,False
2022-02-06,7,Sunday,5,2,February,1,2022,6,True,False,False,False,False,,False,,8.0,11.0,,False,15.7,0.0,60.9,Pleasant,6.25,106.35,7.03,99.86,,,,180655.91,94896.82,False
2022-02-07,1,Monday,6,2,February,1,2022,7,False,False,False,False,False,,False,,7.0,12.0,,False,17.0,0.0,58.8,Pleasant,6.24,106.45,7.06,99.84,,,,132479.42,77651.1,False
2022-02-08,2,Tuesday,6,2,February,1,2022,8,False,False,False,False,False,,False,,6.0,13.0,,False,18.9,0.0,64.9,Pleasant,6.24,106.42,7.06,99.88,,,,175449.89,86536.7,False
2022-02-09,3,Wednesday,6,2,February,1,2022,9,False,False,False,False,False,,False,,5.0,14.0,,False,16.7,0.0,49.8,Pleasant,6.2,106.48,7.06,99.86,,,,113503.83,59556.29,False
2022-02-10,4,Thursday,6,2,February,1,2022,10,False,False,False,False,False,,False,,4.0,15.0,,False,17.0,0.0,54.2,Pleasant,6.2,106.46,7.06,99.86,,,,115905.8,59292.84,False
2022-02-11,5,Friday,6,2,February,1,2022,11,False,False,False,False,False,,False,,3.0,16.0,,False,17.8,0.0,56.3,Pleasant,6.19,106.48,7.05,99.8,,,,132211.69,69384.56,False
2022-02-12,6,Saturday,6,2,February,1,2022,12,True,False,False,False,False,,False,,2.0,17.0,,False,17.8,0.0,45.6,Pleasant,6.18,106.52,7.03,99.72,,,,170646.54,109948.19,False
2022-02-13,7,Sunday,6,2,February,1,2022,13,True,False,False,False,False,,False,,1.0,18.0,,False,19.0,0.0,65.7,Pleasant,6.17,106.51,7.02,99.79,,,,199621.64,97964.01,False
2022-02-14,1,Monday,7,2,February,1,2022,14,False,False,False,False,False,Valentine's Day,True,Commercial,0.0,0.0,,False,19.9,0.0,56.7,Pleasant,6.18,106.69,7.01,99.73,,,,140091.63,82155.26,False
2022-02-15,2,Tuesday,7,2,February,1,2022,15,False,False,False,False,False,,False,,,1.0,,False,20.1,0.0,61.7,Pleasant,6.18,106.41,7.0,99.61,,,,135442.16,65350.72,False
2022-02-16,3,Wednesday,7,2,February,1,2022,16,False,False,False,False,False,,False,,30.0,2.0,,False,20.5,0.0,50.3,Pleasant,6.18,106.35,6.97,99.56,,,,125045.54,72920.5,False
2022-02-17,4,Thursday,7,2,February,1,2022,17,False,False,False,False,False,,False,,29.0,3.0,,False,19.4,0.0,59.7,Pleasant,6.18,106.22,6.96,99.54,,,,157253.3,84932.44,False
2022-02-18,5,Friday,7,2,February,1,2022,18,False,False,False,False,False,,False,,28.0,4.0,,False,18.0,0.0,55.5,Pleasant,6.19,106.37,6.95,99.6,,,,112843.38,65200.77,False
2022-02-19,6,Saturday,7,2,February,1,2022,19,True,False,False,False,False,,False,,27.0,5.0,,False,17.7,0.0,68.1,Pleasant,6.2,106.44,6.95,99.7,,,,217841.36,102244.72,False
2022-02-20,7,Sunday,7,2,February,1,2022,20,True,False,False,False,False,,False,,26.0,6.0,,False,18.4,0.0,54.4,Pleasant,6.23,106.31,6.95,99.8,,,,204262.63,113661.72,False
2022-02-21,1,Monday,8,2,February,1,2022,21,False,False,False,False,False,,False,,25.0,7.0,,False,19.6,0.0,66.2,Pleasant,6.24,106.36,6.94,99.71,,,,171758.25,66011.9,False
2022-02-22,2,Tuesday,8,2,February,1,2022,22,False,False,False,False,False,,False,,24.0,8.0,,False,19.1,0.0,48.3,Pleasant,6.22,106.28,6.94,99.73,,,,151560.15,80550.77,False
2022-02-23,3,Wednesday,8,2,February,1,2022,23,False,False,False,False,False,,False,,23.0,9.0,,False,19.6,0.0,54.5,Pleasant,6.21,106.35,6.95,99.84,,,,153465.08,63256.28,False
2022-02-24,4,Thursday,8,2,February,1,2022,24,False,False,False,False,False,,False,,22.0,10.0,,False,20.9,0.0,67.9,Pleasant,6.17,106.26,6.94,99.85,,,,138353.64,54017.83,False
2022-02-25,5,Friday,8,2,February,1,2022,25,False,False,False,False,False,,False,,21.0,11.0,,False,18.9,0.0,67.0,Pleasant,6.2,106.21,6.95,99.81,,,,111095.45,83259.12,False
2022-02-26,6,Saturday,8,2,February,1,2022,26,True,False,False,False,False,,False,,20.0,12.0,,False,20.6,0.0,52.5,Pleasant,6.22,106.26,6.94,99.83,,,,181206.67,85304.18,False
2022-02-27,7,Sunday,8,2,February,1,2022,27,True,False,False,False,False,,False,,19.0,13.0,,False,20.2,0.0,51.7,Pleasant,6.2,106.54,6.96,99.86,,,,,93372.72,False
2022-02-28,1,Monday,9,2,February,1,2022,28,False,False,True,False,False,,False,,18.0,14.0,,False,19.1,0.0,57.6,Pleasant,6.2,106.61,6.95,99.87,,,,108634.36,70247.99,False
2022-03-01,2,Tuesday,9,3,March,1,2022,1,False,True,False,False,False,,False,,17.0,15.0,,False,19.3,0.0,52.2,Pleasant,6.2,106.53,6.96,99.84,,,,160181.38,77938.96,False
2022-03-02,3,Wednesday,9,3,March,1,2022,2,False,False,False,False,False,,False,,16.0,16.0,,False,19.6,0.0,44.6,Pleasant,6.21,106.54,6.97,99.75,,,,116152.05,61763.96,False
2022-03-03,4,Thursday,9,3,March,1,2022,3,False,False,False,False,False,,False,,15.0,17.0,,False,20.5,0.0,55.3,Pleasant,6.2,106.44,6.95,99.72,,,,151273.22,80640.3,False
2022-03-04,5,Friday,9,3,March,1,2022,4,False,False,False,False,False,,False,,14.0,18.0,,False,20.6,0.0,44.5,Pleasant,6.22,106.29,6.96,99.67,,,,120305.82,64517.72,False
2022-03-05,6,Saturday,9,3,March,1,2022,5,True,False,False,False,False,,False,,13.0,19.0,,False,23.0,0.0,60.0,Pleasant,6.22,106.33,6.96,99.7,,,,148574.63,90739.1,False
2022-03-06,7,Sunday,9,3,March,1,2022,6,True,False,False,False,False,,False,,12.0,20.0,,False,23.5,0.0,66.5,Pleasant,6.21,106.39,6.95,99.75,,,,161809.05,86477.33,False
2022-03-07,1,Monday,10,3,March,1,2022,7,False,False,False,False,False,,False,,11.0,21.0,,False,24.4,0.0,50.7,Pleasant,6.2,106.53,6.92,99.83,,,,166796.86,59184.31,False
2022-03-08,2,Tuesday,10,3,March,1,2022,8,False,False,False,False,False,,False,,10.0,22.0,,False,25.6,4.1,51.2,Light Rain,6.2,106.47,6.92,99.81,,,,81335.05,68046.34,False
2022-03-09,3,Wednesday,10,3,March,1,2022,9,False,False,False,False,False,,False,,9.0,23.0,,False,24.2,1.5,57.3,Pleasant,6.23,106.35,6.93,99.8,,,,121761.98,55180.11,False
2022-03-10,4,Thursday,10,3,March,1,2022,10,False,False,False,False,False,,False,,8.0,24.0,,False,25.2,0.0,62.2,Pleasant,6.24,106.27,6.93,99.83,,,,143247.52,77663.92,False
2022-03-11,5,Friday,10,3,March,1,2022,11,False,False,False,False,False,,False,,7.0,25.0,,False,24.9,0.0,59.2,Pleasant,6.22,106.4,6.93,99.76,,,,119117.17,66674.42,False
2022-03-12,6,Saturday,10,3,March,1,2022,12,True,False,False,False,False,,False,,6.0,26.0,,False,22.6,0.0,62.6,Pleasant,6.19,106.38,6.95,99.78,,,,153117.44,61422.73,False
2022-03-13,7,Sunday,10,3,March,1,2022,13,True,False,False,False,False,,False,,5.0,27.0,,False,21.3,0.0,57.5,Pleasant,6.17,106.48,6.94,99.74,,,,166131.07,83823.87,False
2022-03-14,1,Monday,11,3,March,1,2022,14,False,False,False,False,False,,False,,4.0,28.0,,False,24.3,0.0,51.8,Pleasant,6.19,106.71,6.93,99.87,,,,162875.84,54604.94,False
2022-03-15,2,Tuesday,11,3,March,1,2022,15,False,False,False,False,False,,False,,3.0,29.0,,False,26.7,0.0,60.4,Pleasant,6.17,106.44,6.94,99.89,,,,138309.21,72004.75,False
2022-03-16,3,Wednesday,11,3,March,1,2022,16,False,False,False,False,False,,False,,2.0,30.0,,False,26.1,0.0,46.5,Pleasant,6.18,106.45,6.94,99.86,,,,134183.38,54222.14,False
2022-03-17,4,Thursday,11,3,March,1,2022,17,False,False,False,False,False,,False,,1.0,,,False,25.5,0.0,65.2,Pleasant,6.16,106.38,6.94,99.91,,,,149624.97,70176.0,False
2022-03-18,5,Friday,11,3,March,1,2022,18,False,False,False,False,False,Holi,True,Festival,0.0,0.0,,False,28.1,0.0,57.6,Pleasant,6.22,106.25,6.95,99.93,,,,112602.18,63525.39,False
2022-03-19,6,Saturday,11,3,March,1,2022,19,True,False,False,False,False,,False,,,1.0,,False,28.4,0.0,53.5,Pleasant,6.24,106.21,6.95,99.89,,,,163300.13,81774.46,False
2022-03-20,7,Sunday,11,3,March,1,2022,20,True,False,False,False,False,,False,,,2.0,,False,27.3,0.0,55.6,Pleasant,6.28,106.29,6.95,100.03,,,,177073.35,79193.13,False
2022-03-21,1,Monday,12,3,March,1,2022,21,False,False,False,False,False,,False,,,3.0,,False,27.2,0.0,59.1,Pleasant,6.3,106.39,6.95,100.02,,,,150077.85,82299.12,False
2022-03-22,2,Tuesday,12,3,March,1,2022,22,False,False,False,False,False,,False,,,4.0,,False,26.5,0.0,63.6,Pleasant,6.31,106.44,6.95,99.97,,,,136954.16,81091.53,False
2022-03-23,3,Wednesday,12,3,March,1,2022,23,False,False,False,False,False,,False,,,5.0,,False,26.4,0.0,57.4,Pleasant,6.32,106.82,6.95,99.98,,,,182133.4,70408.35,False
2022-03-24,4,Thursday,12,3,March,1,2022,24,False,False,False,False,False,,False,,,6.0,,False,27.0,0.0,62.8,Pleasant,6.33,106.94,6.94,100.0,,,,138736.12,78935.91,False
2022-03-25,5,Friday,12,3,March,1,2022,25,False,False,False,False,False,,False,,,7.0,,False,27.0,,44.4,Pleasant,6.33,106.52,6.94,100.05,,,,134772.51,94582.23,False
2022-03-26,6,Saturday,12,3,March,1,2022,26,True,False,False,False,False,,False,,,8.0,,False,25.9,0.8,51.3,Pleasant,6.3,106.38,6.96,100.03,,,,204623.38,73048.57,False
2022-03-27,7,Sunday,12,3,March,1,2022,27,True,False,False,False,False,,False,,,9.0,,False,26.3,0.0,53.7,Pleasant,6.29,106.35,6.96,100.08,,,,212470.92,72371.18,False
2022-03-28,1,Monday,13,3,March,1,2022,28,False,False,False,False,False,,False,,,10.0,,False,24.2,0.0,55.1,Pleasant,6.3,106.51,6.96,100.21,,,,145434.07,51589.0,False
2022-03-29,2,Tuesday,13,3,March,1,2022,29,False,False,False,False,False,,False,,,11.0,,False,26.5,0.0,57.3,Pleasant,6.27,106.46,6.96,100.2,,,,154403.42,83146.09,False
2022-03-30,3,Wednesday,13,3,March,1,2022,30,False,False,False,False,False,,False,,,12.0,,False,28.8,0.0,53.9,Pleasant,6.3,106.5,6.97,100.18,,,,110962.75,46364.91,False
2022-03-31,4,Thursday,13,3,March,1,2022,31,False,False,True,False,True,,False,,,13.0,,False,28.9,0.0,55.0,Pleasant,6.32,106.27,6.95,100.2,,,,147698.07,67190.28,False
2022-04-01,5,Friday,13,4,April,2,2022,1,False,True,False,True,False,,False,,,14.0,,False,28.1,0.0,54.3,Pleasant,6.31,106.34,6.96,100.17,,,,148749.25,71965.88,False
2022-04-02,6,Saturday,13,4,April,2,2022,2,True,False,False,False,False,,False,,30.0,15.0,,False,29.2,0.0,,Pleasant,6.32,106.46,6.95,100.17,,,,189353.44,106669.51,False
2022-04-03,7,Sunday,13,4,April,2,2022,3,True,False,False,False,False,,False,,29.0,16.0,,False,30.6,0.0,46.3,Pleasant,6.32,106.2,6.95,100.07,,,,211412.3,100177.39,False
2022-04-04,1,Monday,14,4,April,2,2022,4,False,False,False,False,False,,False,,28.0,17.0,,False,28.9,5.2,57.3,Light Rain,6.36,106.33,6.95,100.06,,,,153133.46,73209.15,False
2022-04-05,2,Tuesday,14,4,April,2,2022,5,False,False,False,False,False,,False,,27.0,18.0,,False,28.5,0.0,63.4,Pleasant,6.34,106.29,6.96,100.06,,,,163731.9,58321.18,False
2022-04-06,3,Wednesday,14,4,April,2,2022,6,False,False,False,False,False,,False,,26.0,19.0,,False,29.7,0.0,43.1,Pleasant,6.32,106.3,6.95,99.98,,,,165138.69,59985.28,False
2022-04-07,4,Thursday,14,4,April,2,2022,7,False,False,False,False,False,,False,,25.0,20.0,,False,29.6,0.0,51.2,Pleasant,6.33,106.4,6.95,100.04,,,,127690.83,58969.71,False
2022-04-08,5,Friday,14,4,April,2,2022,8,False,False,False,False,False,,False,,24.0,21.0,,False,29.9,0.0,58.0,Pleasant,6.33,106.33,6.96,100.07,,,,78181.01,66686.08,False
2022-04-09,6,Saturday,14,4,April,2,2022,9,True,False,False,False,False,,False,,23.0,22.0,,False,30.1,0.0,50.7,Pleasant,6.3,106.35,6.96,99.95,,,,139664.09,82121.72,False
2022-04-10,7,Sunday,14,4,April,2,2022,10,True,False,False,False,False,,False,,22.0,23.0,,False,27.1,0.0,61.6,Pleasant,6.28,106.37,6.95,99.97,,,,197467.87,107522.79,False
2022-04-11,1,Monday,15,4,April,2,2022,11,False,False,False,False,False,,False,,21.0,24.0,,False,28.2,0.0,58.2,Pleasant,6.27,106.59,6.95,99.98,,,,191196.91,79081.82,False
2022-04-12,2,Tuesday,15,4,April,2,2022,12,False,False,False,False,False,,False,,20.0,25.0,,False,28.0,0.0,50.6,Pleasant,6.27,,6.95,99.89,,,,147710.22,73894.65,False
2022-04-13,3,Wednesday,15,4,April,2,2022,13,False,False,False,False,False,,False,,19.0,26.0,,False,29.8,0.0,41.8,Pleasant,6.25,,6.95,99.94,,,,132909.31,63845.55,False
2022-04-14,4,Thursday,15,4,April,2,2022,14,False,False,False,False,False,,False,,18.0,27.0,,False,28.8,0.0,51.5,Pleasant,6.24,106.0,6.94,99.98,,,,147220.78,56903.03,False
2022-04-15,5,Friday,15,4,April,2,2022,15,False,False,False,False,False,,False,,17.0,28.0,,False,30.5,0.0,57.4,Pleasant,6.22,105.78,6.94,99.92,,,,111911.79,79321.17,False
2022-04-16,6,Saturday,15,4,April,2,2022,16,True,False,False,False,False,,False,,16.0,29.0,,False,31.9,0.0,65.4,Pleasant,6.24,105.6,6.96,99.92,,,,191865.9,111105.27,False
2022-04-17,7,Sunday,15,4,April,2,2022,17,True,False,False,False,False,,False,,15.0,30.0,,False,32.3,0.0,55.4,Pleasant,6.23,105.5,6.95,99.82,,,,178274.42,,False
2022-04-18,1,Monday,16,4,April,2,2022,18,False,False,False,False,False,,False,,14.0,,,False,31.5,0.0,37.8,Pleasant,6.24,105.35,6.97,99.78,,,,147519.19,54818.7,False
2022-04-19,2,Tuesday,16,4,April,2,2022,19,False,False,False,False,False,,False,,13.0,,,False,30.9,0.0,59.6,Pleasant,6.28,105.5,6.95,99.78,,,,136461.45,63310.75,False
2022-04-20,3,Wednesday,16,4,April,2,2022,20,False,False,False,False,False,,False,,12.0,,,False,32.0,0.0,51.3,Pleasant,6.3,,6.94,99.89,,,,175436.38,73110.1,False
2022-04-21,4,Thursday,16,4,April,2,2022,21,False,False,False,False,False,,False,,11.0,,,False,34.1,0.0,64.2,Pleasant,6.31,105.58,6.95,99.88,,,,129634.77,57894.04,False
2022-04-22,5,Friday,16,4,April,2,2022,22,False,False,False,False,False,,False,,10.0,,,False,32.7,0.0,64.1,Pleasant,6.27,105.59,6.94,99.8,,,,155252.46,61623.51,False
2022-04-23,6,Saturday,16,4,April,2,2022,23,True,False,False,False,False,,False,,9.0,,,False,34.1,0.0,57.7,Pleasant,6.27,105.69,6.95,99.77,,,,179769.83,,False
2022-04-24,7,Sunday,16,4,April,2,2022,24,True,False,False,False,False,,False,,8.0,,,False,33.1,0.0,51.9,Pleasant,6.26,105.43,6.94,99.67,,,,164564.77,99343.49,False
2022-04-25,1,Monday,17,4,April,2,2022,25,False,False,False,False,False,,False,,7.0,,,False,33.0,0.0,54.9,Pleasant,6.24,105.33,6.93,99.59,,,,180894.64,72524.11,False
2022-04-26,2,Tuesday,17,4,April,2,2022,26,False,False,False,False,False,,False,,6.0,,,False,31.9,0.0,67.0,Pleasant,6.23,105.31,6.91,99.5,,,,168966.15,105973.55,False
2022-04-27,3,Wednesday,17,4,April,2,2022,27,False,False,False,False,False,,False,,5.0,,,False,31.5,0.0,66.4,Pleasant,6.25,105.39,6.93,99.48,,,,145802.25,78297.01,False
2022-04-28,4,Thursday,17,4,April,2,2022,28,False,False,False,False,False,,False,,4.0,,,False,31.7,0.0,53.1,Pleasant,6.26,105.41,6.91,99.48,,,,109925.71,61033.03,False
2022-04-29,5,Friday,17,4,April,2,2022,29,False,False,False,False,False,,False,,3.0,,,False,30.3,0.0,52.4,Pleasant,6.25,105.6,6.92,99.47,,,,96237.3,76891.8,False
2022-04-30,6,Saturday,17,4,April,2,2022,30,True,False,True,False,False,,False,,2.0,,,False,31.0,5.2,54.3,Light Rain,6.27,105.68,6.91,99.56,,,,210931.47,115475.9,False
2022-05-01,7,Sunday,17,5,May,2,2022,1,True,True,False,False,False,,False,,1.0,,,False,31.8,6.8,56.1,Light Rain,6.26,105.64,6.9,99.52,,,,190986.18,85892.87,False
2022-05-02,1,Monday,18,5,May,2,2022,2,False,False,False,False,False,Eid al-Fitr,True,Religious,0.0,0.0,,False,30.8,0.0,68.3,Pleasant,6.29,105.33,6.89,99.56,,,,141717.16,70767.04,False
2022-05-03,2,Tuesday,18,5,May,2,2022,3,False,False,False,False,False,,False,,5.0,1.0,,False,31.7,0.0,46.9,Pleasant,6.31,105.18,6.89,99.66,,,,,,False
2022-05-04,3,Wednesday,18,5,May,2,2022,4,False,False,False,False,False,,False,,4.0,2.0,,False,32.5,0.0,51.1,Pleasant,6.31,105.38,6.89,99.69,,,,149175.66,74340.61,False
2022-05-05,4,Thursday,18,5,May,2,2022,5,False,False,False,False,False,,False,,3.0,3.0,,False,32.8,0.0,56.4,Pleasant,6.31,105.31,6.87,99.74,,,,156162.61,64921.08,False
2022-05-06,5,Friday,18,5,May,2,2022,6,False,False,False,False,False,,False,,2.0,4.0,,False,33.2,0.0,47.4,Pleasant,6.33,105.42,6.88,99.79,,,,100814.21,75711.33,False
2022-05-07,6,Saturday,18,5,May,2,2022,7,True,False,False,False,False,,False,,1.0,5.0,,False,33.2,0.0,63.6,Pleasant,6.34,105.41,6.9,99.79,,,,152770.34,,False
2022-05-08,7,Sunday,18,5,May,2,2022,8,True,False,False,False,False,Mother's Day,True,Commercial,0.0,0.0,,False,32.1,0.0,63.3,Pleasant,6.37,105.57,6.91,99.71,,,,164999.45,98106.3,False
2022-05-09,1,Monday,19,5,May,2,2022,9,False,False,False,False,False,,False,,,1.0,,False,32.8,0.0,49.9,Pleasant,6.36,105.62,6.92,99.72,,,,120562.7,53125.27,False
2022-05-10,2,Tuesday,19,5,May,2,2022,10,False,False,False,False,False,,False,,,2.0,,False,36.0,0.0,48.4,Hot,6.34,105.76,6.91,99.75,,,,146861.13,58447.81,False
2022-05-11,3,Wednesday,19,5,May,2,2022,11,False,False,False,False,False,,False,,,3.0,,False,36.0,0.0,54.0,Hot,6.36,105.73,6.9,99.73,,,,136592.97,73701.02,False
2022-05-12,4,Thursday,19,5,May,2,2022,12,False,False,False,False,False,,False,,,4.0,,False,33.2,4.3,55.2,Light Rain,6.36,105.71,6.9,99.73,,,,153858.85,73522.5,False
2022-05-13,5,Friday,19,5,May,2,2022,13,False,False,False,False,False,,False,,,5.0,,False,33.9,0.0,56.8,Pleasant,6.34,105.61,6.9,99.74,,,,162595.94,79096.22,False
2022-05-14,6,Saturday,19,5,May,2,2022,14,True,False,False,False,False,,False,,,6.0,,False,35.1,0.0,54.9,Hot,6.33,105.86,6.9,99.7,,,,157335.19,106506.39,False
2022-05-15,7,Sunday,19,5,May,2,2022,15,True,False,False,False,False,,False,,,7.0,,False,34.3,0.0,56.4,Pleasant,6.36,105.73,6.91,99.71,,,,201263.8,108131.93,False
2022-05-16,1,Monday,20,5,May,2,2022,16,False,False,False,False,False,,False,,,8.0,,False,34.9,5.9,56.5,Light Rain,6.34,105.56,6.89,99.62,,,,157296.51,79100.68,False
2022-05-17,2,Tuesday,20,5,May,2,2022,17,False,False,False,False,False,,False,,,9.0,,False,35.4,0.0,55.3,Hot,6.33,105.4,6.9,99.67,,,,166364.01,61813.01,False
2022-05-18,3,Wednesday,20,5,May,2,2022,18,False,False,False,False,False,,False,,,10.0,,False,35.3,0.0,64.1,Hot,6.34,105.48,6.9,99.66,,,,132752.74,81479.69,False
2022-05-19,4,Thursday,20,5,May,2,2022,19,False,False,False,False,False,,False,,,11.0,,False,34.9,0.0,57.4,Pleasant,6.32,105.26,6.89,99.66,,,,113587.1,76696.69,False
2022-05-20,5,Friday,20,5,May,2,2022,20,False,False,False,False,False,,False,,30.0,12.0,,False,36.7,0.2,,Hot,6.35,105.21,6.9,99.64,,,,127157.76,80520.42,False
2022-05-21,6,Saturday,20,5,May,2,2022,21,True,False,False,False,False,,False,,29.0,13.0,,False,36.0,0.0,68.8,Hot,6.35,105.49,6.88,99.7,,,,180779.49,124591.74,False
2022-05-22,7,Sunday,20,5,May,2,2022,22,True,False,False,False,False,,False,,28.0,14.0,,False,36.3,0.0,68.1,Hot,6.32,105.56,6.88,99.78,,,,177764.94,101769.81,False
2022-05-23,1,Monday,21,5,May,2,2022,23,False,False,False,False,False,,False,,27.0,15.0,,False,36.4,0.0,38.0,Hot,6.35,105.59,6.87,99.76,,,,161005.66,54624.01,False
2022-05-24,2,Tuesday,21,5,May,2,2022,24,False,False,False,False,False,,False,,26.0,16.0,,False,39.3,0.0,52.2,Hot,6.38,105.63,6.86,99.82,,,,149716.26,81917.49,False
2022-05-25,3,Wednesday,21,5,May,2,2022,25,False,False,False,False,False,,False,,25.0,17.0,,False,37.5,0.0,60.1,Hot,6.37,105.31,6.85,99.86,,,,124986.55,83461.33,False
2022-05-26,4,Thursday,21,5,May,2,2022,26,False,False,False,False,False,,False,,24.0,18.0,,False,36.7,0.0,,Hot,6.36,105.28,6.86,99.87,,,,162284.97,47229.81,False
2022-05-27,5,Friday,21,5,May,2,2022,27,False,False,False,False,False,,False,,23.0,19.0,,False,36.9,0.0,46.7,Hot,6.36,,6.86,99.85,,,,150602.49,60461.41,False
